OBJECTID;ACC_ID;ACC_ESTAT;ACC_CODI_NAT;ACC_GRAVETAT;ACC_DATA;ACC_HORA;ACC_DEMARCACIO;ACC_ZONA;ACC_CARRETERA;ACC_PK;ACC_POS_;ACC_MUNICIPI;ACC_NOM_CARRER;ACC_NUM_PORTAL;ACC_NOM_CARRER2;ACC_PK_;ACC_OFFSET_;ACC_X_;ACC_Y_;ACC_SCORE_;ACC_ADREÇA_NORMALITZADA_;ACC_CARRETERA_;ACC_PKFORMAT_;ACC_NOM_DIA_ACC;ACC_TIPUS_DIA_ACC;ACC_NUM_MORTS;ACC_NUM_MORTS_30DIES;ACC_NUM_VICTIMES_GREUS;ACC_NUM_VICTIMES_LLEUS;ACC_NUM_ILLESOS;ACC_NUM_UNITATS_IMPLI;ACC_TIPUS;ACC_TIPUS_VIA;ACC_NUM_PERS_IMPLI;ACC_ANY;ACC_DIASET;ACC_SUBZONA;ACC_TIPUS_POSICIONAMENT_;ACC_SUBTIPUS_ACCIDENT;ACC_NUM_VICTIMES;ACC_DEMARCACIO_ID;ACC_COMARCA_ID;ACC_COMARCA;ACC_SUPERFICIE;ACC_LLUMINOSITAT;ACC_BOIRA;ACC_VISIBILITAT;ACC_CIRCULACIO;ACC_CIRCULACIO_MESURES_ESP;ACC_AMB_FUGA;ACC_VENT;ACC_INFLUIT_CARACT_ENTORN;ACC_INFLUIT_FERM_CALCADA;ACC_INFLUIT_SOLCS_RASES;ACC_INFLUIT_OBJ_CALCADA;ACC_INFLUIT_LLUMINOSITAT;ACC_CLIMATOLOGIA;ACC_INFLUIT_ESTAT_CLIMA;ACC_INFLUIT_BOIRA;ACC_INFLUIT_VISIBILITAT;ACC_INFLUIT_CIRCULACIO;ACC_INFLUIT_MESU_ESP;ACC_POSICIO_VEHICLES_VIA;ACC_POSICIO_VEHICLES_CALCADA;ACC_POSICIO_VEHICLES_CARRIL;ACC_SENTIT_VEHICLES;ACC_COORD_GEO_IMPACTE;ACC_COORD_GEO_IMPACTE_X_;ACC_COORD_GEO_IMPACTE_Y_;ACC_CORRECCIO_MANUAL_DIBA_;ACC_INFORME_SIDAT;SHAPE;x;y
682;2023023991;Accidents tancats;002798/23/08015;Accident lleu;de juliol 10, 2023;0.2;Barcelona;Zona urbana;SE;;355;BADALONA;santa coloma;;madrid;0;355;434337.3496841;4587426.00024796;99.57;Carretera de Santa Coloma & Carrer de Madrid, 08913, Badalona, Barcelona, Catalunya;BV-5001;0+355;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Geolocalitzador x Cruïlla;Encalç;1;8;13;Barcelones;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023023991"" target=""_blank"">Informe SIDAT</a>";;434337.34970000014;4587426.0002
683;2023033159;Accidents tancats;00455/23/08279;Accident lleu;d’agost 15, 2023;13.2;Barcelona;Zona urbana;SE;;14136;TERRASSA;Ctra. Martorell;;C/ Galileo;14;144;417044.48263493;4601004.58445568;98.48;Carretera de Martorell & Carrer de Galileu, 08224, Terrassa, Barcelona, Catalunya;C-243c;14+144;Feiners;dill-dij;0;0;0;2;1;3;Atropellament;Via urbana( inclou carrer i carrer residencial);3;2023;2;Zona urbana;Per Geolocalitzador x Cruïlla;Atropellament;2;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023033159"" target=""_blank"">Informe SIDAT</a>";;417044.48259999976;4601004.5845
684;2023032880;Accidents tancats;0022/23/08072;Accident lleu;de maig 27, 2023;10.22;Barcelona;Zona urbana;SE;;6377;CORBERA DE LLOBREGAT;CARRETERA DE BARCELONA;9;;6;373;410402.25282293;4585605.39820263;100;Carretera Barcelona 9, 08757, Corbera de Llobregat, Barcelona, Catalunya;BV-2421;6+373;CapDeSetmana;dis;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;6;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Fregament o col·lisió lateral;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;41.417170312604284, 1.92895719;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032880"" target=""_blank"">Informe SIDAT</a>";;410402.2527999999;4585605.3982
685;2023003946;Accidents tancats;161/23/08015;Accident lleu;de gener 13, 2023;7.39;Barcelona;Zona urbana;SE;;1534;BADALONA;carretera de Canyet;20;;1;534;436283.7529449;4590794.9463468;100;Carretera de Canyet 20, 08916, Badalona, Barcelona, Catalunya;BV-5011;1+534;Feiners;div;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Via urbana( inclou carrer i carrer residencial);1;2023;5;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Xoc amb animal a la calçada;1;8;13;Barcelones;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;Si;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023003946"" target=""_blank"">Informe SIDAT</a>";;436283.75289999973;4590794.9463
686;2023042481;Accidents tancats;2023S007673;Accident lleu;de desembre 25, 2023;10.42;Barcelona;Zona urbana;SE;;916;BARCELONA;Vallvidrera a Barcelona;;Vallvidrera al Tibidabo;0;916;425845.05169354;4585406.26713204;99.57;Carretera de Vallvidrera a Barcelona & Carretera de Vallvidrera al Tibidabo, 08017, Vallvid. el Tibidabo i les Planes, Barcelona, Catalunya;BV-1418;0+916;Feiners;dill-dij;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Geolocalitzador x Cruïlla;Fregament o col·lisió lateral;2;8;13;Barcelones;Sec i net;De dia, dia clar;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;425939,018 4585609,105;425939;4585609;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042481"" target=""_blank"">Informe SIDAT</a>";;425845.0516999997;4585406.267100001
687;2023021565;Accidents tancats;00031/23/08263;Accident lleu;de març 23, 2023;18.21;Barcelona;Zona urbana;SE;;414;SANT VICENC DELS HORTS;CARRER CLAVEROL;6;;0;388;417339.5434936;4582022.1054584;99.19;Carrer del Claverol, 08620, Sant Vicenç dels Horts, Barcelona, Catalunya;BV-2005;0+388;Feiners;dill-dij;0;0;0;3;0;3;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);3;2023;4;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;3;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021565"" target=""_blank"">Informe SIDAT</a>";;417339.5434999997;4582022.1055
688;2023001998;Accidents tancats;2023S000241;Accident lleu;de gener 13, 2023;17.4;Barcelona;Zona urbana;SE;;10018;BARCELONA;Horta a CerdanyolaK;95;;10;31;429050.02150008;4588274.24076184;97.67;Carretera d'Horta a Cerdanyola 95, 08035, Horta, Barcelona, Catalunya;BV-1415;10+31;CapDeSetmana;div;0;0;0;1;0;1;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);1;2023;5;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Caiguda en la via;1;8;13;Barcelones;Relliscós;Alba o capvespre;Si;NA;NA;NA;No;Calma, vent molt suau;No;Si;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;429155,658 4588808,891;429155;4588808;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023001998"" target=""_blank"">Informe SIDAT</a>";;429050.0214999998;4588274.240800001
689;2023009335;Accidents tancats;2023S001465;Accident lleu;de març 13, 2023;17;Barcelona;Zona urbana;SE;;1496;BARCELONA;Vallvidrera al Tibidabo;39-41;;1;477;426235.80112418;4585613.22897438;96.73;Carretera de Vallvidrera al Tibidabo 39, 08035, Vallvid. el Tibidabo i les Planes, Barcelona, Catalunya;BV-1418;1+477;Feiners;dill-dij;0;0;0;1;2;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Via urbana( inclou carrer i carrer residencial);3;2023;1;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Xoc contra objecte/obstacle sense sortida prèvia de via;1;8;13;Barcelones;Sec i net;De dia, dia clar;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023009335"" target=""_blank"">Informe SIDAT</a>";;426235.8010999998;4585613.229
690;2023017362;Accidents tancats;201782067;Accident lleu;de març 20, 2023;19.13;Barcelona;Zona urbana;SE;;193;MASNOU, EL;AMADEU I;5;;0;163;442086.94401282;4592031.79211659;96.77;Carrer d'Amadeu I 5, 08320, El Masnou, Barcelona, Catalunya;BP-5002;0+163;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Via urbana( inclou carrer i carrer residencial);1;2023;1;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Sortida de via amb xoc o col·lisió;1;8;21;Maresme;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023017362"" target=""_blank"">Informe SIDAT</a>";;442086.94400000013;4592031.792099999
691;2023041491;Accidents tancats;00605/23/08279;Accident lleu;d’octubre 10, 2023;18.3;Barcelona;Zona urbana;SE;;17060;TERRASSA;CTRA. CASTELLAR;198;;16;1059;418858.51472152;4602412.95607761;100;Carretera de Castellar 198, 08226, Terrassa, Barcelona, Catalunya;C-1415a;16+1059;Feiners;dill-dij;0;0;0;1;0;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;2;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Atropellament;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;Si;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023041491"" target=""_blank"">Informe SIDAT</a>";;418858.5147000002;4602412.9561
692;2023031980;Accidents tancats;4126/23/08015;Accident lleu;de setembre 28, 2023;14.2;Barcelona;Zona urbana;SE;;236;BADALONA;independencia;41;;0;236;436782.95026219;4589624.76962159;98.59;Carrer de la Independència 41, 08915, Badalona, Barcelona, Catalunya;BV-5011;0+236;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);1;2023;4;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Caiguda en la via;1;8;13;Barcelones;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023031980"" target=""_blank"">Informe SIDAT</a>";;436782.9502999997;4589624.7696
693;2023019794;Accidents tancats;des-23;Accident lleu;de març 17, 2023;6.3;Barcelona;Zona urbana;SE;;7918;SANT SADURNI D'ANOIA;Diputació;40;;7;917;398881.59357576;4586390.13892228;98.57;Carrer Diputació 40, 08770, Sant Sadurní d'Anoia, Barcelona, Catalunya;BP-2427;7+917;Feiners;div;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;5;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Atropellament;1;8;3;Alt Penedes;Sec i net;Alba o capvespre;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;Si;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023019794"" target=""_blank"">Informe SIDAT</a>";;398881.59360000025;4586390.138900001
694;2023021254;Accidents tancats;2023S002516;Accident lleu;d’abril 29, 2023;13.15;Barcelona;Zona urbana;SE;;1954;BARCELONA;Vallvidrera al Tibidabo;56;;1;935;426590.87264621;4585847.22707097;98.57;Carretera de Vallvidrera al Tibidabo 56, 08035, Vallvid. el Tibidabo i les Planes, Barcelona, Catalunya;BV-1418;1+935;CapDeSetmana;dis;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;6;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Envestida (frontal lateral);1;8;13;Barcelones;Sec i net;De dia, dia clar;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;426687,617 4586060,941;426687;4586060;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021254"" target=""_blank"">Informe SIDAT</a>";;426590.87260000035;4585847.2271
695;2024000345;Accidents tancats;00652/23/08279;Accident lleu;de novembre 25, 2023;17.5;Barcelona;Zona urbana;SE;;1700;TERRASSA;Av. Lacetania;;Ctra. Matadepera;1;627;418180.27363963;4604071.75258886;100;Avinguda de la Lacetània & Carretera de Matadepera, 08225, Terrassa, Barcelona, Catalunya;BV-1221;1+627;CapDeSetmana;dis;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;6;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);1;8;40;Valles Occidental;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2024000345"" target=""_blank"">Informe SIDAT</a>";;418180.27359999996;4604071.752599999
696;2023029822;Accidents tancats;00375/23/08279;Accident greu;de juliol 3, 2023;17.45;Barcelona;Zona urbana;SE;;13943;TERRASSA;CTRA. MARTORELL;112;C/ RAMON LLULL;13;951;416857.93580987;4600955.65867581;100;Carretera de Martorell 112, 08224, Terrassa, Barcelona, Catalunya;C-243c;13+951;Feiners;dill-dij;0;0;1;0;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Envestida (frontal lateral);1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Circulació escassa;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;Sense especificar;No;No;No;Vehicles circulaven vies diferents;NA;NA;Vehicles circulaven sentit diferent;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029822"" target=""_blank"">Informe SIDAT</a>";;416857.9358000001;4600955.6587000005
697;2024002589;Accidents tancats;00725/23/08279;Accident lleu;de novembre 28, 2023;20.45;Barcelona;Zona urbana;SE;;1709;TERRASSA;Ctra. Matadepera;;B-40;1;636;418180.38094544;4604081.18869072;99.79;Carretera de Matadepera & Carretera B-40, 08225, Terrassa, Barcelona, Catalunya;BV-1221;1+636;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;2;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);1;8;40;Valles Occidental;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2024002589"" target=""_blank"">Informe SIDAT</a>";;418180.3809000002;4604081.1887
698;2023007787;Accidents tancats;80551/23/PLMANLLEU;Accident lleu;de febrer 8, 2023;7.5;Barcelona;Zona urbana;SE;;106;MANLLEU;PS. SANT JOAN;100;;0;86;440832.77246008;4650260.68281398;100;Passeig de Sant Joan 100, 08560, Manlleu, Barcelona, Catalunya;BV-5224;0+86;Feiners;dill-dij;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;3;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Atropellament;1;8;24;Osona;Mullat;Alba o capvespre;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023007787"" target=""_blank"">Informe SIDAT</a>";;440832.77249999996;4650260.6828000005
699;2023036188;Accidents tancats;00544/23/08279;Accident lleu;de setembre 28, 2023;18.3;Barcelona;Zona urbana;SE;;17389;TERRASSA;CTRA. CASTELLAR;304;C/ GRANADA;17;278;419027.60619147;4602693.08597475;100;Carretera de Castellar & Carrer de Granada, 08226, Terrassa, Barcelona, Catalunya;C-1415a;17+278;Feiners;dill-dij;0;0;0;1;1;2;Atropellament;Via urbana( inclou carrer i carrer residencial);2;2023;4;Zona urbana;Per Geolocalitzador x Cruïlla;Atropellament;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023036188"" target=""_blank"">Informe SIDAT</a>";;419027.6062000003;4602693.085999999
700;2023025999;Accidents tancats;218/23/08245;Accident lleu;d’agost 3, 2023;2.2;Barcelona;Zona urbana;SE;;757;SANTA COLOMA DE GRAMANET;PG. LLORENÇ SERRA;14;AV. SANTA COLOMA;0;800;433740.41276754;4589117.97271046;99.92;Passeig de Llorenç Serra & Avinguda de Santa Coloma, 08921, Santa Coloma de Gramenet, Barcelona, Catalunya;BV-5005;0+800;Feiners;dill-dij;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Via urbana( inclou carrer i carrer residencial);1;2023;4;Zona urbana;Per Geolocalitzador x Cruïlla;Xoc contra objecte/obstacle sense sortida prèvia de via;1;8;13;Barcelones;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023025999"" target=""_blank"">Informe SIDAT</a>";;433740.41280000005;4589117.9727
701;2023000824;Accidents tancats;2023S000057;Accident lleu;de gener 4, 2023;12.15;Barcelona;Zona urbana;SE;;59;BARCELONA;Sarrià a VallvidreraK;10;;0;52;425614.35809588;4584510.39417593;97.96;Carretera de Sarrià a Vallvidrera 10, 08017, Sarrià, Barcelona, Catalunya;BV-1462;0+52;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;3;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Col·lisió frontal;1;8;13;Barcelones;Sec i net;De dia, dia clar;Si;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;425823,204 4584552,844;425823;4584552;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023000824"" target=""_blank"">Informe SIDAT</a>";;425614.35809999984;4584510.394200001
702;2023039025;Accidents tancats;000050/23/PLSTPERERI;Accident lleu;de febrer 26, 2023;20.09;Barcelona;Zona urbana;SE;;5;SANT PERE DE RIBES;CARÇ;;SITGES;0;4;397401.03418923;4568225.15307928;99.57;Carretera del Carç & Carrer de Sitges, 08810, Sant Pere de Ribes, Barcelona, Catalunya;BV-2113;0+4;CapDeSetmana;dg;0;0;0;1;1;2;Altres;Via urbana( inclou carrer i carrer residencial);2;2023;7;Zona urbana;Per Geolocalitzador x Cruïlla;Altres;1;8;17;Garraf;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023039025"" target=""_blank"">Informe SIDAT</a>";;397401.03419999965;4568225.153100001
703;2024000168;Accidents tancats;49433/23/08088;Accident lleu;de juliol 7, 2023;7.25;Barcelona;Zona urbana;SE;;33203;GARRIGA, LA;Passeig Ignasi Sala;;El Passeig;33;203;440720.15344978;4614911.03083661;98.51;Passeig d'Ignasi Sala & Carrer el Passeig, 08530, La Garriga, Barcelona, Catalunya;BP-5107;33+203;Feiners;div;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;5;Zona urbana;Per Geolocalitzador x Cruïlla;Envestida (frontal lateral);1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2024000168"" target=""_blank"">Informe SIDAT</a>";;440720.1534000002;4614911.0308
704;2024000354;Accidents tancats;00656/23/08279;Accident lleu;de novembre 29, 2023;9.52;Barcelona;Zona urbana;SE;;13611;TERRASSA;Ctra. Martorell;252;;13;619;416613.12759514;4600774.16326184;100;Carretera de Martorell 252, 08224, Terrassa, Barcelona, Catalunya;C-243c;13+619;Feiners;dill-dij;0;0;0;1;3;3;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);4;2023;3;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;1;8;40;Valles Occidental;Mullat;De dia, dia fosc;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2024000354"" target=""_blank"">Informe SIDAT</a>";;416613.12760000024;4600774.1633
705;2023033789;Accidents tancats;00036/23/08072;Accident lleu;d’agost 16, 2023;19.55;Barcelona;Zona urbana;SE;;6588;CORBERA DE LLOBREGAT;CARRER FONT VELL;;CARRER ANDREU CERDÀ;6;584;410208.21409538;4585595.5875781;98.93;Carrer Font Vella & Carrer d'Andreu Cerdà, 08757, Corbera de Llobregat, Barcelona, Catalunya;BV-2421;6+584;Feiners;dill-dij;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;3;Zona urbana;Per Geolocalitzador x Cruïlla;Encalç;2;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;41.41695746508437, 1.925422899;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023033789"" target=""_blank"">Informe SIDAT</a>";;410208.21410000045;4585595.5876
706;2023026055;Accidents tancats;3126/2023;Accident lleu;d’agost 7, 2023;11.39;Barcelona;Zona urbana;SE;;1277;BADALONA;Independencia;;Conflent;1;277;436445.69059117;4590595.89180393;99.59;Carrer de la Independència & Avinguda del Conflent, 08915, Badalona, Barcelona, Catalunya;BV-5011;1+277;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Geolocalitzador x Cruïlla;Fregament o col·lisió lateral;1;8;13;Barcelones;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023026055"" target=""_blank"">Informe SIDAT</a>";;436445.6906000003;4590595.891799999
707;2023033550;Accidents tancats;000011/23/08046;Accident lleu;de març 30, 2023;12.08;Barcelona;Zona urbana;SE;;1112;CARDEDEU;ANGEL GUIMERA;51;;1;77;446645.24205316;4609845.41528662;98.57;Avinguda Àngel Guimerà 51, 08440, Cardedeu, Barcelona, Catalunya;BV-5103;1+77;Feiners;dill-dij;0;0;0;3;1;3;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);4;2023;4;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Encalç;3;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023033550"" target=""_blank"">Informe SIDAT</a>";;446645.2421000004;4609845.4153
708;2023029689;Accidents tancats;00058/23/08107;Accident lleu;de juny 24, 2023;22.24;Barcelona;Zona urbana;SE;;6431;LLICA D'AMUNT;ANSELM CLAVE;63;;6;415;436638.55222875;4606531.39314441;98.57;Carrer Anselm Clavé 63, 08186, Lliçà d'Amunt, Barcelona, Catalunya;BV-1602;6+415;CapDeSetmana;div;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;5;Zona urbana;Per Geolocalitzador x Adreça i Num. Portal;Envestida (frontal lateral);1;8;41;Valles Oriental;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029689"" target=""_blank"">Informe SIDAT</a>";;436638.5521999998;4606531.393100001
